TopRatingID,id,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,price,availability_365,number_of_reviews,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,bedrooms
2321,15806552,38398883,f,10,t,Pico-Union,34.04997744,-118.2851968,Apartment,Private room,"{""Wireless Internet"",""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$55.00 ,181,16,10,9,9,flexible,3.06,1
2322,16312268,103174281,f,36,t,Pico-Union,34.04912607,-118.2789864,Hostel,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$15.00 ,16,7,10,9,9,strict,1.62,1
2323,12310857,53559956,f,6,t,Pico-Union,34.05144153,-118.2962368,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}",$45.00 ,296,77,9,9,9,strict,6.13,1
2324,16111651,103174281,f,36,t,Pico-Union,34.04483646,-118.2765898,Hostel,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$15.00 ,23,22,10,8,9,strict,4.68,1
2325,13603972,63951475,f,27,t,Pico-Union,34.04530232,-118.2881564,Dorm,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$15.00 ,28,28,10,8,9,strict,2.68,1
2326,10457193,13274011,f,10,f,Pico-Union,34.05125303,-118.2995987,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",$195.00 ,353,41,9,9,9,strict,2.62,2
2327,13671826,63951475,f,27,t,Pico-Union,34.04854402,-118.2828422,House,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$15.00 ,29,32,9,8,9,strict,3.08,1
2328,8899661,42641002,f,8,f,Avocado Heights,34.04487495,-118.0037517,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron}",$27.00 ,334,18,9,8,8,moderate,0.97,1
2329,6411787,16862571,f,43,t,Playa del Rey,33.95836582,-118.4352755,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$98.00 ,365,25,10,9,9,strict,1.11,1
2330,2926195,438597,f,2,t,Carthay,34.05786436,-118.3643122,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$116.00 ,268,9,9,10,9,flexible,0.26,1
2331,13622723,73979744,f,2,t,Beverly Grove,34.07369485,-118.3840147,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$80.00 ,0,7,10,10,9,strict,0.67,1
2332,14196523,21940642,f,50,t,Beverly Grove,34.07791435,-118.3741365,Apartment,Shared room,"{""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$29.00 ,90,7,9,9,9,flexible,0.76,1
2333,16987847,55067641,f,30,t,Beverly Grove,34.07302025,-118.3707181,Apartment,Shared room,"{""Wireless Internet"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",$20.00 ,177,7,9,9,9,strict,3,1
2334,15221305,96728218,f,1,t,Beverly Grove,34.07780444,-118.3621011,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",$60.00 ,173,20,10,10,9,moderate,2.82,1
2335,13959620,60292952,f,1,t,Beverly Hills,34.06540571,-118.3733348,Condominium,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Lockbox}",$205.00 ,364,7,9,10,9,strict,0.73,2
2336,12176789,65398257,f,5,f,Beverly Hills,34.05770513,-118.408138,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Elevator in building"",Heating,Washer,Dryer,Essentials,Hangers,""Laptop friendly workspace""}",$65.00 ,0,34,10,10,9,strict,2.58,1
2337,2473808,12652299,f,1,f,Beverly Hills,34.07626838,-118.3921529,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Elevator in building"",""Indoor fireplace"",""Buzzer/wireless intercom"",""Smoke detector""}",$83.00 ,365,18,9,9,8,flexible,0.79,1
2338,3506038,3127239,f,16,t,Beverly Hills,34.06384581,-118.4126687,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free parking on premises"",Washer,""Smoke detector"",""Carbon monoxide detector"",Shampoo}",$59.00 ,284,21,9,10,9,strict,0.62,1
2339,5856838,22921031,f,5,t,Beverly Hills,34.0641288,-118.4028585,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$129.00 ,324,131,9,10,9,strict,5.27,1
2340,8392488,7902103,f,7,t,Valley Village,34.17102383,-118.3969753,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}",$110.00 ,118,38,9,9,9,strict,2.34,1
2341,11262975,58481702,f,35,t,Boyle Heights,34.05249437,-118.2180237,House,Shared room,"{Internet,""Wireless Internet"",Kitchen,""Hot tub"",""Smoke detector"",Essentials,Shampoo,""Laptop friendly workspace""}",$25.00 ,365,28,9,9,9,strict,1.92,1
2342,4143695,2308253,f,8,t,Boyle Heights,34.04650913,-118.2228911,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",$150.00 ,300,77,9,8,9,strict,2.47,3
2343,15377702,23985616,f,2,t,Century City,34.04911666,-118.415182,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",$275.00 ,343,20,10,10,9,strict,3.02,2
2344,11223414,11366227,f,8,t,Cerritos,33.8632102,-118.0493579,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",$199.00 ,2,80,9,9,9,strict,5.52,4
2345,6338533,31478582,f,10,t,Burbank,34.16634937,-118.3048513,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron}",$95.00 ,288,7,10,9,9,strict,0.37,1
2346,4024624,20865245,f,1,f,Culver City,34.02350644,-118.3889647,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$150.00 ,0,7,10,10,8,flexible,0.22,1
2347,7825454,31546407,f,3,t,Culver City,34.01449872,-118.4063821,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Washer,Dryer,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",$89.00 ,154,70,9,9,9,strict,3.36,0
2348,8052418,42525491,f,1,t,Downtown,34.03934404,-118.254085,Loft,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,Dryer,""Fire extinguisher"",Essentials,""Lock on bedroom door""}",$50.00 ,73,7,9,8,9,flexible,0.35,1
2349,164946,57161,f,22,t,Downtown,34.0479477,-118.2370941,Dorm,Private room,"{""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer}",$43.00 ,94,46,9,9,9,strict,0.66,1
2350,14746486,42406108,f,1,t,Downtown,34.05147104,-118.2576257,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating}",$75.00 ,333,20,10,9,9,strict,2.43,1
2351,4574972,16390508,f,8,t,Hollywood,34.09806245,-118.3173748,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",$89.00 ,267,78,9,9,9,strict,2.75,0
2352,4371012,14140351,f,6,t,Hollywood,34.08609869,-118.3417804,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",$79.00 ,361,18,9,10,9,strict,0.58,1
2353,1309326,7089643,f,6,t,Hollywood,34.09764223,-118.3382672,Apartment,Entire home/apt,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Elevator in building"",Heating,Washer,Dryer}",$85.00 ,303,98,9,9,9,strict,2.11,1
2354,12647524,68690971,f,18,t,Hollywood,34.08721156,-118.3135246,House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$59.00 ,47,27,9,9,9,flexible,2.24,1
2355,10090986,2331850,f,10,t,Hollywood,34.10301381,-118.3148627,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$179.00 ,152,93,9,9,9,moderate,5.66,2
2356,12706575,61894891,f,2,t,Hollywood,34.10394145,-118.3297469,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Gym,Breakfast,""Elevator in building"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$75.00 ,56,26,10,10,9,strict,2.11,0
2357,12305884,44511989,f,9,f,Hollywood,34.10209495,-118.3107422,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$104.00 ,0,21,9,9,8,strict,1.68,2
2358,15572980,95469270,f,10,f,Hollywood,34.09285756,-118.3268072,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$39.00 ,167,18,8,8,9,strict,2.8,1
2359,3304579,5791397,f,2,t,Hollywood,34.10512277,-118.3328748,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,""Elevator in building"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$100.00 ,142,92,9,9,9,strict,2.84,1
2360,10703161,49427129,f,1,t,Hollywood,34.10195219,-118.3445047,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Elevator in building"",""Indoor fireplace"",""Smoke detector"",""Fire extinguisher"",Hangers}",$75.00 ,361,19,9,10,8,flexible,1.25,1
2361,11373821,55833709,f,1,t,Hollywood,34.09479705,-118.356121,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$89.00 ,306,21,9,9,9,strict,1.46,1
2362,10371574,34506667,f,12,t,Hollywood,34.1021681,-118.3274695,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$169.00 ,310,48,9,10,9,moderate,3.01,1
2363,4997209,9762413,f,10,t,Hollywood,34.09897574,-118.3152184,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$149.00 ,238,209,9,9,9,moderate,7.41,0
2364,14846659,34506667,f,12,t,Hollywood,34.1020542,-118.3412949,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$150.00 ,274,24,9,10,9,moderate,3.01,1
2365,15219146,9969525,f,4,f,Hollywood,34.10053647,-118.3421806,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",""Laptop friendly workspace""}",$89.00 ,314,21,10,10,9,strict,3.01,1
2366,729420,3677865,f,1,f,Hollywood,34.09395878,-118.3365921,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen}",$149.00 ,365,13,10,8,8,strict,0.27,1
2367,10138047,30713954,f,25,f,Del Rey,33.97976106,-118.4378531,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",$203.00 ,30,10,9,9,8,moderate,0.89,1
2368,6327196,32928235,f,8,t,Del Rey,33.99337592,-118.4243063,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace""}",$110.00 ,335,7,10,9,9,moderate,0.43,1
2369,4596475,12039254,f,1,t,Del Rey,33.99507131,-118.4205134,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",$135.00 ,365,14,10,10,9,strict,0.75,2
2370,14670860,28575618,f,8,t,El Monte,34.08655373,-118.0036759,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub}",$99.00 ,137,10,9,9,9,strict,1.24,2
2371,16999364,55067641,f,30,t,East Hollywood,34.08685291,-118.3093323,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$44.00 ,180,7,9,9,8,strict,2.41,1
2372,7134345,23088284,f,7,t,East Hollywood,34.09904415,-118.3007661,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Safety card"",Essentials,""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}",$79.00 ,286,94,10,8,9,flexible,4.44,0
2373,10166639,7182808,f,9,t,East Hollywood,34.09016399,-118.2950152,Apartment,Private room,"{TV,Internet,""Wireless Internet"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron}",$27.00 ,262,38,10,9,9,strict,2.41,1
2374,15802873,26860,f,35,t,East Hollywood,34.09492282,-118.2879473,Dorm,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$40.00 ,180,7,9,9,9,strict,1.3,1
2375,15380637,7479538,f,4,t,Fairfax,34.08357418,-118.3535898,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self Check-In"",Lockbox}",$200.00 ,354,25,9,10,8,strict,3.75,0
2376,85065,465624,f,16,t,Fairfax,34.07812056,-118.3569249,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer}",$128.00 ,306,39,9,10,9,strict,0.53,1
2377,11849751,63150645,f,1,f,Fairfax,34.0759582,-118.3522026,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Shampoo,Hangers,Iron,""Laptop friendly workspace""}",$100.00 ,12,31,9,10,9,flexible,2.37,0
2378,6410820,10513958,f,3,f,East San Gabriel,34.11483356,-118.0839168,House,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",$69.00 ,309,7,9,9,8,moderate,0.32,1
2379,17638752,685876,f,1,t,Echo Park,34.07911262,-118.265633,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$85.00 ,14,7,9,10,9,flexible,6.18,1
2380,692761,137490,f,4,t,Echo Park,34.06837809,-118.2460962,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$79.00 ,302,63,9,8,9,moderate,1.15,1
2381,3954054,3659692,f,6,f,El Segundo,33.92002721,-118.3982447,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""First aid kit"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$48.00 ,334,91,10,9,9,moderate,3,1
2382,12456191,66109042,f,9,f,El Segundo,33.91888893,-118.4182999,Boutique hotel,Private room,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace""}",$75.00 ,31,40,9,10,9,moderate,3.22,1
2383,15354004,1717711,f,1,t,Exposition Park,34.01946429,-118.2973375,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$39.00 ,39,18,9,8,9,moderate,2.73,1
2384,7639730,2682536,f,22,t,Exposition Park,34.01999836,-118.3157004,Bed & Breakfast,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials}",$25.00 ,313,10,9,9,9,flexible,0.48,1
2385,13262381,2682536,f,22,t,Exposition Park,34.0214234,-118.3154027,Apartment,Shared room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,Essentials,Hangers,""Laptop friendly workspace""}",$33.00 ,241,16,9,9,9,flexible,1.62,1
